GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,imputed,subbed
40,2002,Oklahoma,USA,3450654.0,14.72,31.59,456.0,33400.0,70700.0,24.3,74.08,7.48,5.2,7.71,1.34,0.06,4.06,0.07,421661,24011.0,16652.0,3.95,5.69,0,0
41,2002,Oregon,USA,3421399.0,11.61,35.75,620.0,40916.0,152100.0,26.9,83.52,1.56,8.05,1.17,2.93,0.22,2.42,0.13,496308,23759.0,12209.0,2.46,4.79,0,0
42,2002,Pennsylvania,USA,12281054.0,10.98,28.69,531.0,40106.0,97000.0,25.0,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1401971,75760.0,44491.0,3.17,5.4,0,0
44,2002,Rhode Island,USA,1048319.0,11.94,39.98,553.0,42090.0,133000.0,25.7,81.89,4.0,8.66,0.4,2.23,0.03,1.99,0.8,163144,,,,,0,0
45,2002,South Carolina,USA,4012012.0,14.11,27.79,510.0,37082.0,94900.0,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,451465,,,,,0,0
46,2002,South Dakota,USA,754844.0,13.18,31.8,426.0,35282.0,79600.0,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,94389,,,,,0,0
47,2002,Tennessee,USA,5689283.0,13.48,30.07,505.0,36360.0,93000.0,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,670555,34087.0,19987.0,2.98,5.08,0,0
48,2002,Texas,USA,20851820.0,15.37,36.2,574.0,39927.0,82500.0,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2536161,134427.0,68911.0,2.72,5.3,0,0
49,2002,Utah,USA,2233169.0,9.4,28.48,597.0,45726.0,146100.0,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,161256,4938.0,2767.0,1.72,3.06,0,0
50,2002,Vermont,USA,608827.0,9.44,29.44,553.0,40856.0,111500.0,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,46106,14.0,14.0,0.03,0.03,0,0
51,2002,Virginia,USA,7078515.0,9.59,31.91,650.0,46677.0,125400.0,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,761196,123429.0,49799.0,6.54,16.22,0,0
53,2002,Washington,USA,5894121.0,10.62,35.41,663.0,45776.0,168300.0,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,766526,15438.0,8118.0,1.06,2.01,0,0
54,2002,West Virginia,USA,1808344.0,17.9,24.82,401.0,29696.0,72800.0,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,78711,1272.0,1021.0,1.3,1.62,0,0
55,2002,Wisconsin,USA,5363675.0,8.66,31.57,540.0,43791.0,112200.0,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,664644,23280.0,14593.0,2.2,3.5,0,0
56,2002,Wyoming,USA,493782.0,11.42,30.01,437.0,37892.0,96600.0,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,38257,152.0,72.0,0.19,0.4,0,0
01,2003,Alabama,USA,4447100.0,16.1,27.54,447.0,34135.0,85100.0,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,456138,15750.0,7379.0,1.62,3.45,0,0
02,2003,Alaska,USA,626932.0,9.4,37.5,720.0,51571.0,144200.0,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,86752,,,,,0,0
04,2003,Arizona,USA,5130632.0,13.91,31.97,619.0,40558.0,121300.0,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,668231,91739.0,51690.0,7.74,13.73,0,0
05,2003,Arkansas,USA,2673400.0,15.84,30.61,453.0,32182.0,72800.0,24.4,78.56,15.58,3.25,0.62,0.74,0.06,1.14,0.05,337091,1558.0,,,0.46,0,0
06,2003,California,USA,33871648.0,14.22,43.09,747.0,47493.0,211500.0,27.7,46.7,6.44,32.38,0.53,10.77,0.31,2.67,0.21,4317631,109924.0,81011.0,1.88,2.55,0,0
08,2003,Colorado,USA,4301261.0,9.26,32.69,671.0,47203.0,166600.0,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,325089,23535.0,14568.0,4.48,7.24,0,0
09,2003,Connecticut,USA,3405565.0,7.86,33.18,681.0,53935.0,166900.0,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,239263,11652.0,9238.0,3.86,4.87,0,0
10,2003,Delaware,USA,783600.0,9.21,27.68,639.0,47381.0,130400.0,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,86561,8483.0,6275.0,7.25,9.8,0,0
11,2003,District of Columbia,USA,572059.0,20.22,59.24,618.0,40127.0,157200.0,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,149382,,,,,0,0
12,2003,Florida,USA,15982378.0,12.51,29.92,641.0,38819.0,105500.0,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1905628,120168.0,71129.0,3.73,6.31,0,0
13,2003,Georgia,USA,8186453.0,12.99,32.5,613.0,42433.0,111200.0,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,858008,178557.0,49775.0,5.8,20.81,0,0
15,2003,Hawaii,USA,1211537.0,10.7,43.49,779.0,49820.0,272700.0,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,48433,221.0,177.0,0.37,0.46,0,0
16,2003,Idaho,USA,1293953.0,11.77,27.61,515.0,37572.0,106300.0,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,140067,2273.0,1424.0,1.02,1.62,0,0
17,2003,Illinois,USA,12419293.0,10.68,32.73,605.0,46590.0,130800.0,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1522411,62652.0,15393.0,1.01,4.12,0,0
18,2003,Indiana,USA,6080485.0,9.49,28.56,521.0,41567.0,94300.0,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,597514,56744.0,28105.0,4.7,9.5,0,0
19,2003,Iowa,USA,2926324.0,9.13,27.66,470.0,39469.0,82500.0,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,313857,11396.0,7591.0,2.42,3.63,0,0
20,2003,Kansas,USA,2688418.0,9.9,30.75,498.0,40624.0,83500.0,23.4,83.1,5.63,7.0,0.83,1.72,0.04,1.58,0.09,316950,8984.0,6802.0,2.15,2.83,0,0
21,2003,Kentucky,USA,4041769.0,15.82,29.25,445.0,33672.0,86700.0,24.0,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,411904,29165.0,15452.0,3.75,7.08,0,0
22,2003,Louisiana,USA,4468976.0,19.64,32.06,466.0,32566.0,85000.0,25.8,62.53,32.3,2.41,0.54,1.21,0.02,0.88,0.11,399587,17947.0,11020.0,2.76,4.49,0,0
23,2003,Maine,USA,1274923.0,10.92,28.42,497.0,37240.0,98700.0,25.3,96.5,0.51,0.73,0.54,0.71,0.03,0.92,0.07,149474,2199.0,2011.0,1.35,1.47,0,0
24,2003,Maryland,USA,5296486.0,8.49,32.26,689.0,52868.0,146000.0,24.7,62.05,27.65,4.3,0.25,3.96,0.04,1.57,0.18,161138,1385.0,98.0,0.06,0.86,0,0
25,2003,Massachusetts,USA,6349097.0,9.34,38.29,684.0,50502.0,185700.0,25.5,81.88,5.01,6.75,0.18,3.73,0.03,1.74,0.69,296545,7341.0,6138.0,2.07,2.48,0,0
26,2003,Michigan,USA,9938444.0,10.53,26.22,546.0,44667.0,115600.0,24.4,78.55,14.11,3.26,0.54,1.76,0.02,1.64,0.12,984718,104976.0,52216.0,5.3,10.66,0,0
27,2003,Minnesota,USA,4919479.0,7.94,25.45,566.0,47111.0,122400.0,24.7,88.16,3.43,2.91,1.06,2.87,0.03,1.43,0.1,401637,16185.0,10646.0,2.65,4.03,0,0
28,2003,Mississippi,USA,2844658.0,19.93,27.66,439.0,31330.0,71400.0,25.0,60.74,36.15,1.39,0.39,0.65,0.02,0.61,0.05,205854,10719.0,7674.0,3.73,5.21,0,0
29,2003,Missouri,USA,5595211.0,11.74,29.73,484.0,37934.0,89900.0,24.0,83.76,11.18,2.12,0.42,1.09,0.05,1.29,0.09,612193,35325.0,20121.0,3.29,5.77,0,0
30,2003,Montana,USA,902195.0,14.61,30.93,447.0,33024.0,99500.0,25.3,89.54,0.28,2.0,6.03,0.51,0.05,1.53,0.06,71529,536.0,463.0,0.65,0.75,0,0
31,2003,Nebraska,USA,1711263.0,9.71,32.55,491.0,39250.0,88000.0,23.0,87.33,3.95,5.52,0.79,1.27,0.04,1.03,0.08,206518,7621.0,4871.0,2.36,3.69,0,0
32,2003,Nevada,USA,1998257.0,10.48,39.13,699.0,44581.0,142000.0,26.5,65.21,6.58,19.72,1.07,4.43,0.39,2.46,0.14,250958,21379.0,17845.0,7.11,8.52,0,0
33,2003,New Hampshire,USA,1235786.0,6.55,30.32,646.0,49467.0,133300.0,24.2,95.1,0.68,1.66,0.22,1.28,0.03,0.94,0.1,145931,,,,,0,0
34,2003,New Jersey,USA,8414350.0,8.5,34.37,751.0,55146.0,170800.0,25.5,66.04,13.03,13.28,0.13,5.67,0.03,1.59,0.23,1053497,121021.0,22607.0,2.15,11.49,0,0
35,2003,New Mexico,USA,1819046.0,18.44,30.02,503.0,34133.0,108100.0,26.6,44.72,1.69,42.08,8.88,1.0,0.05,1.42,0.17,213048,11706.0,8073.0,3.79,5.49,0,0
36,2003,New York,USA,18976457.0,14.59,47.01,672.0,43393.0,148700.0,26.8,61.98,14.82,15.11,0.28,5.46,0.03,1.93,0.4,2381569,354419.0,44505.0,1.87,14.88,0,0
37,2003,North Carolina,USA,8049313.0,12.28,30.64,548.0,39184.0,108300.0,24.3,70.16,21.41,4.71,1.18,1.4,0.04,0.99,0.11,618050,92789.0,19057.0,3.08,15.01,0,0
38,2003,North Dakota,USA,642200.0,11.86,33.39,412.0,34604.0,74400.0,22.3,91.74,0.59,1.21,4.79,0.56,0.03,1.04,0.04,89272,474.0,,,0.53,0,0
39,2003,Ohio,USA,11353140.0,10.6,30.89,515.0,40956.0,103700.0,24.2,84.01,11.37,1.91,0.19,1.16,0.02,1.21,0.12,1389935,93962.0,50438.0,3.63,6.76,0,0
40,2003,Oklahoma,USA,3450654.0,14.72,31.59,456.0,33400.0,70700.0,24.3,74.08,7.48,5.2,7.71,1.34,0.06,4.06,0.07,427030,24912.0,17567.0,4.11,5.83,0,0
41,2003,Oregon,USA,3421399.0,11.61,35.75,620.0,40916.0,152100.0,26.9,83.52,1.56,8.05,1.17,2.93,0.22,2.42,0.13,506076,23296.0,12945.0,2.56,4.6,0,0
42,2003,Pennsylvania,USA,12281054.0,10.98,28.69,531.0,40106.0,97000.0,25.0,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1417621,84418.0,50051.0,3.53,5.95,0,0
44,2003,Rhode Island,USA,1048319.0,11.94,39.98,553.0,42090.0,133000.0,25.7,81.89,4.0,8.66,0.4,2.23,0.03,1.99,0.8,163082,,,,,0,0
45,2003,South Carolina,USA,4012012.0,14.11,27.79,510.0,37082.0,94900.0,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,464079,,,,,0,0
46,2003,South Dakota,USA,754844.0,13.18,31.8,426.0,35282.0,79600.0,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,95431,,,,,0,0
47,2003,Tennessee,USA,5689283.0,13.48,30.07,505.0,36360.0,93000.0,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,697749,48211.0,24730.0,3.54,6.91,0,0
48,2003,Texas,USA,20851820.0,15.37,36.2,574.0,39927.0,82500.0,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2617527,146145.0,74525.0,2.85,5.58,0,0
49,2003,Utah,USA,2233169.0,9.4,28.48,597.0,45726.0,146100.0,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,165678,4453.0,2784.0,1.68,2.69,0,0
50,2003,Vermont,USA,608827.0,9.44,29.44,553.0,40856.0,111500.0,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,46261,39.0,39.0,0.08,0.08,0,0
51,2003,Virginia,USA,7078515.0,9.59,31.91,650.0,46677.0,125400.0,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,885087,127023.0,52790.0,5.96,14.35,0,0
53,2003,Washington,USA,5894121.0,10.62,35.41,663.0,45776.0,168300.0,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,713977,15414.0,9350.0,1.31,2.16,0,0
54,2003,West Virginia,USA,1808344.0,17.9,24.82,401.0,29696.0,72800.0,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,106623,2299.0,2095.0,1.96,2.16,0,0
55,2003,Wisconsin,USA,5363675.0,8.66,31.57,540.0,43791.0,112200.0,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,666748,24318.0,19325.0,2.9,3.65,0,0
56,2003,Wyoming,USA,493782.0,11.42,30.01,437.0,37892.0,96600.0,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,49547,701.0,368.0,0.74,1.41,0,0
01,2004,Alabama,USA,4447100.0,16.1,27.54,447.0,34135.0,85100.0,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,446058,13508.0,6170.0,1.38,3.03,0,0
02,2004,Alaska,USA,626932.0,9.4,37.5,720.0,51571.0,144200.0,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,87972,,,,,0,0
04,2004,Arizona,USA,5130632.0,13.91,31.97,619.0,40558.0,121300.0,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,688384,98325.0,54879.0,7.97,14.28,0,0
05,2004,Arkansas,USA,2673400.0,15.84,30.61,453.0,32182.0,72800.0,24.4,78.56,15.58,3.25,0.62,0.74,0.06,1.14,0.05,343068,1543.0,,,0.45,0,0
06,2004,California,USA,33871648.0,14.22,43.09,747.0,47493.0,211500.0,27.7,46.7,6.44,32.38,0.53,10.77,0.31,2.67,0.21,4278358,90549.0,76581.0,1.79,2.12,0,0
08,2004,Colorado,USA,4301261.0,9.26,32.69,671.0,47203.0,166600.0,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,330611,26772.0,16537.0,5.0,8.1,0,0
09,2004,Connecticut,USA,3405565.0,7.86,33.18,681.0,53935.0,166900.0,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,239835,10739.0,8514.0,3.55,4.48,0,0
10,2004,Delaware,USA,783600.0,9.21,27.68,639.0,47381.0,130400.0,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,87848,8609.0,6439.0,7.33,9.8,0,0
11,2004,District of Columbia,USA,572059.0,20.22,59.24,618.0,40127.0,157200.0,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,150135,,,,,0,0
12,2004,Florida,USA,15982378.0,12.51,29.92,641.0,38819.0,105500.0,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1904118,110329.0,66180.0,3.48,5.79,0,0
13,2004,Georgia,USA,8186453.0,12.99,32.5,613.0,42433.0,111200.0,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,844944,180423.0,47468.0,5.62,21.35,0,0
15,2004,Hawaii,USA,1211537.0,10.7,43.49,779.0,49820.0,272700.0,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,49514,271.0,217.0,0.44,0.55,0,0
16,2004,Idaho,USA,1293953.0,11.77,27.61,515.0,37572.0,106300.0,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,140842,2635.0,1663.0,1.18,1.87,0,0
17,2004,Illinois,USA,12419293.0,10.68,32.73,605.0,46590.0,130800.0,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1523067,64124.0,16788.0,1.1,4.21,0,0
18,2004,Indiana,USA,6080485.0,9.49,28.56,521.0,41567.0,94300.0,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,618317,58299.0,32603.0,5.27,9.43,0,0
19,2004,Iowa,USA,2926324.0,9.13,27.66,470.0,39469.0,82500.0,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,315948,13451.0,8251.0,2.61,4.26,0,0
20,2004,Kansas,USA,2688418.0,9.9,30.75,498.0,40624.0,83500.0,23.4,83.1,5.63,7.0,0.83,1.72,0.04,1.58,0.09,334941,10734.0,8316.0,2.48,3.2,0,0
21,2004,Kentucky,USA,4041769.0,15.82,29.25,445.0,33672.0,86700.0,24.0,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,395483,27055.0,15498.0,3.92,6.84,0,0
22,2004,Louisiana,USA,4468976.0,19.64,32.06,466.0,32566.0,85000.0,25.8,62.53,32.3,2.41,0.54,1.21,0.02,0.88,0.11,402277,20265.0,11700.0,2.91,5.04,0,0
23,2004,Maine,USA,1274923.0,10.92,28.42,497.0,37240.0,98700.0,25.3,96.5,0.51,0.73,0.54,0.71,0.03,0.92,0.07,150696,1837.0,1669.0,1.11,1.22,0,0
24,2004,Maryland,USA,5296486.0,8.49,32.26,689.0,52868.0,146000.0,24.7,62.05,27.65,4.3,0.25,3.96,0.04,1.57,0.18,161585,1713.0,122.0,0.08,1.06,0,0
25,2004,Massachusetts,USA,6349097.0,9.34,38.29,684.0,50502.0,185700.0,25.5,81.88,5.01,6.75,0.18,3.73,0.03,1.74,0.69,275950,6641.0,5427.0,1.97,2.41,0,0
26,2004,Michigan,USA,9938444.0,10.53,26.22,546.0,44667.0,115600.0,24.4,78.55,14.11,3.26,0.54,1.76,0.02,1.64,0.12,992927,115838.0,59936.0,6.04,11.67,0,0
27,2004,Minnesota,USA,4919479.0,7.94,25.45,566.0,47111.0,122400.0,24.7,88.16,3.43,2.91,1.06,2.87,0.03,1.43,0.1,410523,18338.0,11339.0,2.76,4.47,0,0
28,2004,Mississippi,USA,2844658.0,19.93,27.66,439.0,31330.0,71400.0,25.0,60.74,36.15,1.39,0.39,0.65,0.02,0.61,0.05,219115,12126.0,8860.0,4.04,5.53,0,0
29,2004,Missouri,USA,5595211.0,11.74,29.73,484.0,37934.0,89900.0,24.0,83.76,11.18,2.12,0.42,1.09,0.05,1.29,0.09,639019,39870.0,23359.0,3.66,6.24,0,0
30,2004,Montana,USA,902195.0,14.61,30.93,447.0,33024.0,99500.0,25.3,89.54,0.28,2.0,6.03,0.51,0.05,1.53,0.06,73807,723.0,511.0,0.69,0.98,0,0
31,2004,Nebraska,USA,1711263.0,9.71,32.55,491.0,39250.0,88000.0,23.0,87.33,3.95,5.52,0.79,1.27,0.04,1.03,0.08,208405,7036.0,5066.0,2.43,3.38,0,0
32,2004,Nevada,USA,1998257.0,10.48,39.13,699.0,44581.0,142000.0,26.5,65.21,6.58,19.72,1.07,4.43,0.39,2.46,0.14,265134,21864.0,18261.0,6.89,8.25,0,0
33,2004,New Hampshire,USA,1235786.0,6.55,30.32,646.0,49467.0,133300.0,24.2,95.1,0.68,1.66,0.22,1.28,0.03,0.94,0.1,51030,841.0,614.0,1.2,1.65,0,0
34,2004,New Jersey,USA,8414350.0,8.5,34.37,751.0,55146.0,170800.0,25.5,66.04,13.03,13.28,0.13,5.67,0.03,1.59,0.23,1059312,127243.0,4667.0,0.44,12.01,0,0
35,2004,New Mexico,USA,1819046.0,18.44,30.02,503.0,34133.0,108100.0,26.6,44.72,1.69,42.08,8.88,1.0,0.05,1.42,0.17,206994,12101.0,7490.0,3.62,5.85,0,0
36,2004,New York,USA,18976457.0,14.59,47.01,672.0,43393.0,148700.0,26.8,61.98,14.82,15.11,0.28,5.46,0.03,1.93,0.4,2394566,304644.0,44119.0,1.84,12.72,0,0
37,2004,North Carolina,USA,8049313.0,12.28,30.64,548.0,39184.0,108300.0,24.3,70.16,21.41,4.71,1.18,1.4,0.04,0.99,0.11,734415,114477.0,36944.0,5.03,15.59,0,0
38,2004,North Dakota,USA,642200.0,11.86,33.39,412.0,34604.0,74400.0,22.3,91.74,0.59,1.21,4.79,0.56,0.03,1.04,0.04,90411,522.0,,,0.58,0,0
39,2004,Ohio,USA,11353140.0,10.6,30.89,515.0,40956.0,103700.0,24.2,84.01,11.37,1.91,0.19,1.16,0.02,1.21,0.12,1395255,103444.0,53597.0,3.84,7.41,0,0
40,2004,Oklahoma,USA,3450654.0,14.72,31.59,456.0,33400.0,70700.0,24.3,74.08,7.48,5.2,7.71,1.34,0.06,4.06,0.07,436346,27190.0,19095.0,4.38,6.23,0,0
41,2004,Oregon,USA,3421399.0,11.61,35.75,620.0,40916.0,152100.0,26.9,83.52,1.56,8.05,1.17,2.93,0.22,2.42,0.13,515844,25219.0,13728.0,2.66,4.89,0,0
42,2004,Pennsylvania,USA,12281054.0,10.98,28.69,531.0,40106.0,97000.0,25.0,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1433274,85751.0,49414.0,3.45,5.98,0,0
44,2004,Rhode Island,USA,1048319.0,11.94,39.98,553.0,42090.0,133000.0,25.7,81.89,4.0,8.66,0.4,2.23,0.03,1.99,0.8,163020,,,,,0,0
45,2004,South Carolina,USA,4012012.0,14.11,27.79,510.0,37082.0,94900.0,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,476693,,,,,0,0
46,2004,South Dakota,USA,754844.0,13.18,31.8,426.0,35282.0,79600.0,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,96473,,,,,0,0
47,2004,Tennessee,USA,5689283.0,13.48,30.07,505.0,36360.0,93000.0,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,701332,49125.0,25011.0,3.57,7.0,0,0
48,2004,Texas,USA,20851820.0,15.37,36.2,574.0,39927.0,82500.0,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2707586,153449.0,77650.0,2.87,5.67,0,0
49,2004,Utah,USA,2233169.0,9.4,28.48,597.0,45726.0,146100.0,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,170100,3676.0,2520.0,1.48,2.16,0,0
50,2004,Vermont,USA,608827.0,9.44,29.44,553.0,40856.0,111500.0,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,46417,16.0,16.0,0.03,0.03,0,0
51,2004,Virginia,USA,7078515.0,9.59,31.91,650.0,46677.0,125400.0,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,900780,153631.0,55869.0,6.2,17.06,0,0
53,2004,Washington,USA,5894121.0,10.62,35.41,663.0,45776.0,168300.0,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,761217,17039.0,10541.0,1.38,2.24,0,0
54,2004,West Virginia,USA,1808344.0,17.9,24.82,401.0,29696.0,72800.0,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,114691,2692.0,2364.0,2.06,2.35,0,0
55,2004,Wisconsin,USA,5363675.0,8.66,31.57,540.0,43791.0,112200.0,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,673558,31412.0,24328.0,3.61,4.66,0,0
56,2004,Wyoming,USA,493782.0,11.42,30.01,437.0,37892.0,96600.0,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,50530,929.0,496.0,0.98,1.84,0,0
02,2005,Alaska,USA,683142.0,6.88,36.25,949.0,64635.0,221300.0,27.1,65.63,3.56,5.81,13.18,4.57,0.6,6.53,0.11,89192,,,,,0,0
01,2005,Alabama,USA,4633360.0,12.86,29.24,621.0,41216.0,111900.0,29.3,68.5,26.01,2.81,0.46,1.0,0.03,1.1,0.08,449922,15426.0,8300.0,1.84,3.43,0,0
05,2005,Arkansas,USA,2838143.0,13.46,32.46,600.0,38542.0,97200.0,29.0,75.75,15.41,5.41,0.63,1.08,0.07,1.54,0.1,349044,1636.0,,,0.47,0,0
04,2005,Arizona,USA,6324865.0,10.49,31.71,836.0,50296.0,218400.0,30.0,58.5,3.42,29.75,4.11,2.35,0.16,1.5,0.19,675825,97066.0,53586.0,7.93,14.36,0,0
06,2005,California,USA,36308527.0,9.84,42.06,1116.0,60392.0,479200.0,32.3,42.54,5.98,36.09,0.45,12.15,0.34,2.1,0.35,4306446,81462.0,71664.0,1.66,1.89,0,0
08,2005,Colorado,USA,4843211.0,8.24,31.81,835.0,56222.0,234100.0,30.3,71.24,3.68,19.73,0.63,2.53,0.09,1.9,0.19,413688,31562.0,20926.0,5.06,7.63,0,0
09,2005,Connecticut,USA,3494487.0,6.23,30.53,958.0,67721.0,295800.0,30.3,73.96,9.07,11.63,0.16,3.33,0.04,1.39,0.41,342954,13381.0,10478.0,3.06,3.9,0,0
11,2005,District of Columbia,USA,588433.0,14.9,54.9,971.0,56519.0,440500.0,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,150888,,,,,0,0
10,2005,Delaware,USA,863832.0,7.1,26.49,911.0,57618.0,235000.0,29.7,68.37,20.13,6.69,0.25,2.87,0.01,1.47,0.2,89135,9040.0,6617.0,7.42,10.14,0,0
12,2005,Florida,USA,18222420.0,9.46,30.28,934.0,47450.0,211300.0,33.6,60.51,14.84,20.56,0.24,2.25,0.05,1.24,0.32,1980005,123532.0,68671.0,3.47,6.24,0,0
13,2005,Georgia,USA,9497667.0,11.41,32.48,787.0,49466.0,160100.0,30.0,58.37,29.4,7.74,0.21,2.81,0.04,1.14,0.3,930383,189141.0,57347.0,6.16,20.33,0,0
15,2005,Hawaii,USA,1280241.0,6.79,41.91,1221.0,64661.0,521500.0,32.0,24.82,2.32,8.64,0.2,37.57,8.38,17.91,0.17,50594,218.0,166.0,0.33,0.43,0,0
19,2005,Iowa,USA,2978880.0,7.28,27.1,607.0,48052.0,115800.0,27.1,90.4,2.39,4.1,0.25,1.56,0.03,1.19,0.09,318039,15109.0,8836.0,2.78,4.75,0,0
16,2005,Idaho,USA,1492573.0,9.54,28.75,674.0,46183.0,166700.0,27.9,85.21,0.55,10.05,1.02,1.09,0.11,1.88,0.09,145197,3006.0,1978.0,1.36,2.07,0,0
17,2005,Illinois,USA,12785043.0,9.14,30.67,813.0,55222.0,200400.0,29.9,65.16,14.52,14.65,0.12,4.18,0.02,1.15,0.21,1530072,58621.0,18300.0,1.2,3.83,0,0
18,2005,Indiana,USA,6342469.0,9.52,28.51,671.0,47465.0,120200.0,29.0,83.23,8.56,5.07,0.19,1.33,0.02,1.44,0.17,625291,62056.0,33329.0,5.33,9.92,0,0
20,2005,Kansas,USA,2777835.0,8.27,30.5,652.0,48394.0,118500.0,27.5,80.56,5.55,8.81,0.7,2.15,0.06,2.09,0.09,338878,13204.0,9420.0,2.78,3.9,0,0
21,2005,Kentucky,USA,4252000.0,13.36,29.78,584.0,41197.0,113100.0,28.2,87.66,7.44,2.38,0.17,1.0,0.06,1.19,0.1,381758,27092.0,15435.0,4.04,7.1,0,0
22,2005,Louisiana,USA,4411546.0,14.25,31.83,674.0,42167.0,121300.0,30.6,61.87,31.7,3.31,0.52,1.43,0.02,1.02,0.14,404969,19855.0,12170.0,3.01,4.9,0,0
25,2005,Massachusetts,USA,6511176.0,7.03,35.04,987.0,64496.0,357600.0,29.9,78.94,5.7,8.34,0.15,4.77,0.03,1.3,0.76,495253,10275.0,8047.0,1.62,2.07,0,0
